"response_id","q1_relationship","q1_other_note","q2_years","q3_attractions","q3_other","q4_interests","q5_visits","q6_days","q7_reason","q7_other","q8_transport","q8_other","q9_migration","q10_engagement","q10_details","q11_skills","q11_other"
"812","① 住所地","","④ 5～10年未満","","","","","","","","","","","","","④ デジタル",""
"813","② 出身","","⑥ 15～20年未満","⑥ 人柄・土地柄|④ 観光|③ 歴史・文化","","① イベント","① 0回","③ 3～5日","③ 仕事","","④ 船舶","","② 関心あり","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑩ 農林水産",""
"814","④ 親戚・知人","","③ 3～5年未満","① 自然|⑤ 特産品|⑧ 著名人・作品のゆかりがある","","④ 担い手募集","① 0回","⑧ 30日以上","④ 担い手活動","","⑤ その他【自由記述】","高速バスの回数券を利用","③ いずれ検討する可能性がある","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","② 医療・介護",""
"815","⑤ 仕事","","⑤ 10～15年未満","⑦ 居住地との距離|④ 観光|③ 歴史・文化","","① イベント","② 1回","① 0日","⑥ その他【自由記述】","伝統的な祭りに参加するため","③ 飛行機","","② 関心あり","⓪ 未定","","③ 教育・保育",""
"816","⑤ 仕事","","⑥ 15～20年未満","⑦ 居住地との距離|⑤ 特産品|② 都市機能","","① イベント","⑤ 11回以上","① 0日","⑥ その他【自由記述】","伝統的な祭りに参加するため","② 鉄道","","④ 特に希望しない","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑧ 国際",""
"817","① 住所地","","③ 3～5年未満","","","","","","","","","","","","","⑦ 建築・土木",""
"818","⑤ 仕事","","⑥ 15～20年未満","⑥ 人柄・土地柄|⑨ その他【自由記述】|③ 歴史・文化","地元の温泉文化と食事が素晴らしい","① イベント","① 0回","③ 3～5日","④ 担い手活動","","② 鉄道","","① 具体的に検討中","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑩ 農林水産",""
"819","⑥ 観光","","⑨ 30年以上","⑧ 著名人・作品のゆかりがある|④ 観光|③ 歴史・文化","","② 地域の魅力","② 1回","③ 3～5日","⑤ 観光・イベント","","③ 飛行機","","④ 特に希望しない","⓪ 未定","","⑪ その他【自由記述】","データ分析および生成AIの活用"
"820","⑦ ふるさと納税","","⑦ 20～25年未満","⑤ 特産品|⑧ 著名人・作品のゆかりがある|④ 観光","","① イベント","③ 2～4回","③ 3～5日","③ 仕事","","⑤ その他【自由記述】","高速バスの回数券を利用","④ 特に希望しない","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑦ 建築・土木",""
"821","⑥ 観光","","⑤ 10～15年未満","⑨ その他【自由記述】|④ 観光|⑥ 人柄・土地柄","地元の温泉文化と食事が素晴らしい","② 地域の魅力","④ 5～10回","③ 3～5日","⑥ その他【自由記述】","伝統的な祭りに参加するため","③ 飛行機","","② 関心あり","⓪ 未定","","⑪ その他【自由記述】","データ分析および生成AIの活用"
"822","② 出身","","⑧ 25～30年未満","⑧ 著名人・作品のゆかりがある|⑥ 人柄・土地柄|④ 観光","","③ ご当地ニュース","② 1回","⑧ 30日以上","④ 担い手活動","","③ 飛行機","","① 具体的に検討中","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑧ 国際",""
"823","⑤ 仕事","","① 1年未満","⑦ 居住地との距離|① 自然|③ 歴史・文化","","④ 担い手募集","③ 2～4回","⑧ 30日以上","④ 担い手活動","","② 鉄道","","③ いずれ検討する可能性がある","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑩ 農林水産",""
"824","⑨ 特にない","","⑨ 30年以上","① 自然|⑨ その他【自由記述】|③ 歴史・文化","地元の温泉文化と食事が素晴らしい","④ 担い手募集","⑤ 11回以上","① 0日","① 帰省","","④ 船舶","","② 関心あり","② 定期的な訪問","","③ 教育・保育",""
"825","⑤ 仕事","","③ 3～5年未満","⑥ 人柄・土地柄|③ 歴史・文化|② 都市機能","","③ ご当地ニュース","① 0回","⑤ 10～14日","⑥ その他【自由記述】","伝統的な祭りに参加するため","⑤ その他【自由記述】","高速バスの回数券を利用","② 関心あり","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","① まちづくり",""
"826","③ 居住経験","","② 2～3年未満","⑧ 著名人・作品のゆかりがある|⑦ 居住地との距離|① 自然","","① イベント","⑤ 11回以上","⑧ 30日以上","② 親戚・知人との交流","","② 鉄道","","③ いずれ検討する可能性がある","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑧ 国際",""
"827","⑤ 仕事","","⑨ 30年以上","⑤ 特産品|③ 歴史・文化|⑦ 居住地との距離","","③ ご当地ニュース","④ 5～10回","⑥ 15～19日","⑥ その他【自由記述】","伝統的な祭りに参加するため","① 自家用車","","③ いずれ検討する可能性がある","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","⑤ 広報",""
"828","⑦ ふるさと納税","","⑦ 20～25年未満","① 自然|⑧ 著名人・作品のゆかりがある|⑤ 特産品","","④ 担い手募集","⑤ 11回以上","⑧ 30日以上","① 帰省","","② 鉄道","","④ 特に希望しない","② 定期的な訪問","","② 医療・介護",""
"829","② 出身","","⑨ 30年以上","② 都市機能|① 自然|⑤ 特産品","","② 地域の魅力","② 1回","⑤ 10～14日","① 帰省","","① 自家用車","","② 関心あり","② 定期的な訪問","","③ 教育・保育",""
"830","③ 居住経験","","⑨ 30年以上","⑨ その他【自由記述】|③ 歴史・文化|⑦ 居住地との距離","地元の温泉文化と食事が素晴らしい","③ ご当地ニュース","③ 2～4回","⑦ 20～29日","④ 担い手活動","","② 鉄道","","② 関心あり","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","④ デジタル",""
"831","⑦ ふるさと納税","","⑤ 10～15年未満","⑦ 居住地との距離|⑧ 著名人・作品のゆかりがある|⑥ 人柄・土地柄","","③ ご当地ニュース","② 1回","① 0日","④ 担い手活動","","⑤ その他【自由記述】","高速バスの回数券を利用","① 具体的に検討中","⓪ 未定","","⑩ 農林水産",""
"832","② 出身","","② 2～3年未満","② 都市機能|⑥ 人柄・土地柄|① 自然","","③ ご当地ニュース","② 1回","⑥ 15～19日","④ 担い手活動","","② 鉄道","","④ 特に希望しない","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","③ 教育・保育",""
"833","③ 居住経験","","② 2～3年未満","⑧ 著名人・作品のゆかりがある|④ 観光|② 都市機能","","③ ご当地ニュース","② 1回","⑦ 20～29日","⑤ 観光・イベント","","① 自家用車","","③ いずれ検討する可能性がある","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑨ 交通",""
"834","⑤ 仕事","","④ 5～10年未満","⑥ 人柄・土地柄|② 都市機能|⑧ 著名人・作品のゆかりがある","","④ 担い手募集","① 0回","① 0日","⑥ その他【自由記述】","伝統的な祭りに参加するため","③ 飛行機","","④ 特に希望しない","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","② 医療・介護",""
"835","③ 居住経験","","⑦ 20～25年未満","④ 観光|⑥ 人柄・土地柄|⑤ 特産品","","③ ご当地ニュース","② 1回","③ 3～5日","⑥ その他【自由記述】","伝統的な祭りに参加するため","⑤ その他【自由記述】","高速バスの回数券を利用","② 関心あり","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑤ 広報",""
"836","④ 親戚・知人","","② 2～3年未満","③ 歴史・文化|⑤ 特産品|⑦ 居住地との距離","","④ 担い手募集","③ 2～4回","⑥ 15～19日","⑥ その他【自由記述】","伝統的な祭りに参加するため","② 鉄道","","① 具体的に検討中","② 定期的な訪問","","⑤ 広報",""
"837","⑦ ふるさと納税","","⑤ 10～15年未満","① 自然|⑧ 著名人・作品のゆかりがある|② 都市機能","","② 地域の魅力","④ 5～10回","① 0日","① 帰省","","⑤ その他【自由記述】","高速バスの回数券を利用","③ いずれ検討する可能性がある","⓪ 未定","","⑨ 交通",""
"838","② 出身","","③ 3～5年未満","② 都市機能|③ 歴史・文化|⑦ 居住地との距離","","② 地域の魅力","③ 2～4回","⑤ 10～14日","① 帰省","","⑤ その他【自由記述】","高速バスの回数券を利用","① 具体的に検討中","⓪ 未定","","④ デジタル",""
"839","④ 親戚・知人","","③ 3～5年未満","⑥ 人柄・土地柄|⑤ 特産品|⑨ その他【自由記述】","地元の温泉文化と食事が素晴らしい","② 地域の魅力","④ 5～10回","⑧ 30日以上","① 帰省","","③ 飛行機","","① 具体的に検討中","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","③ 教育・保育",""
"840","⑦ ふるさと納税","","① 1年未満","⑨ その他【自由記述】|⑦ 居住地との距離|① 自然","地元の温泉文化と食事が素晴らしい","② 地域の魅力","⑤ 11回以上","③ 3～5日","③ 仕事","","① 自家用車","","② 関心あり","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","④ デジタル",""
"841","④ 親戚・知人","","④ 5～10年未満","⑨ その他【自由記述】|③ 歴史・文化|⑤ 特産品","地元の温泉文化と食事が素晴らしい","④ 担い手募集","② 1回","④ 6～9日","⑤ 観光・イベント","","④ 船舶","","③ いずれ検討する可能性がある","② 定期的な訪問","","⑨ 交通",""
"842","① 住所地","","⑨ 30年以上","","","","","","","","","","","","","⑨ 交通",""
"843","① 住所地","","② 2～3年未満","","","","","","","","","","","","","⑧ 国際",""
"844","⑦ ふるさと納税","","⑥ 15～20年未満","⑨ その他【自由記述】|① 自然|② 都市機能","地元の温泉文化と食事が素晴らしい","③ ご当地ニュース","⑤ 11回以上","④ 6～9日","⑤ 観光・イベント","","⑤ その他【自由記述】","高速バスの回数券を利用","③ いずれ検討する可能性がある","① 経済的な貢献","寄付額:50,000円 / 返礼品:有","③ 教育・保育",""
"845","④ 親戚・知人","","⑤ 10～15年未満","④ 観光|① 自然|⑦ 居住地との距離","","④ 担い手募集","① 0回","② 1～2日","⑥ その他【自由記述】","伝統的な祭りに参加するため","① 自家用車","","④ 特に希望しない","⓪ 未定","","② 医療・介護",""
"846","⑥ 観光","","⑥ 15～20年未満","⑦ 居住地との距離|④ 観光|⑨ その他【自由記述】","地元の温泉文化と食事が素晴らしい","② 地域の魅力","⑤ 11回以上","① 0日","① 帰省","","④ 船舶","","④ 特に希望しない","⓪ 未定","","④ デジタル",""
"847","① 住所地","","⑨ 30年以上","","","","","","","","","","","","","⑪ その他【自由記述】","データ分析および生成AIの活用"
"848","⑨ 特にない","","⑧ 25～30年未満","⑤ 特産品|⑨ その他【自由記述】|③ 歴史・文化","地元の温泉文化と食事が素晴らしい","④ 担い手募集","② 1回","⑥ 15～19日","⑤ 観光・イベント","","⑤ その他【自由記述】","高速バスの回数券を利用","② 関心あり","③ 副業・ボランティア","IT・デジタル分野の技術支援 / 月4日程度","⑧ 国際",""
"849","⑦ ふるさと納税","","② 2～3年未満","① 自然|⑨ その他【自由記述】|③ 歴史・文化","地元の温泉文化と食事が素晴らしい","① イベント","⑤ 11回以上","⑥ 15～19日","② 親戚・知人との交流","","③ 飛行機","","① 具体的に検討中","⓪ 未定","","③ 教育・保育",""
